"CODE","CHAPITRE","SOUS-CHAPITRE","COEFFICIENT B","DATE CREATION","LIBELLE","ENTENTE PREALABLE","REMBOURSEMENT 100%","NBR MAXI DE CODE","N° REGLE SPECIFIQUE","REF INDICATION MEDICALE","ACTES RESERVES","INITIATIVE BIOLOGISTE","CONTINGENCE TECHNIQUE","R.M.O.","EXAMEN SANGUIN","DERNIERE DATE EFFET","CODES INCOMPATIBLES"
1812,12,0,25,11/12/2003,"C4 (DOSAGE) (SANG)",,,1,"4",,,,2,,"1",11/02/2011,1385
1813,12,0,20,11/12/2003,"HAPTOGLOBINE (DOSAGE) (SANG)",,,1,"4",,,,2,,"1",18/06/2011,"1000-1385"
1814,12,0,25,11/12/2003,"IGA (DOSAGE) (SANG)",,,1,"4",,,,2,,"1",11/02/2011,1385
1815,12,0,25,11/12/2003,"IGG (DOSAGE) (SANG)",,,1,"4",,,,2,,"1",11/02/2011,1385
1816,12,0,25,11/12/2003,"IGM (DOSAGE) (SANG)",,,1,"4",,,,2,,"1",11/02/2011,1385
1817,12,0,20,11/12/2003,"PREALBUMINE (DOSAGE) (SANG)",,,1,"4",,,,2,,"1",11/02/2011,1385
1818,12,0,35,11/12/2003,"RBP (RETINOL BINDING PROTEIN) (DOSAGE) (SANG)",,,1,"4",,,,2,,"1",28/01/2004,1385
1819,12,0,14,11/12/2003,"TRANSFERRINE (SIDEROPHYLLINE) (DOSAGE) (SANG)",,,1,"4",,,,2,,"1",13/04/2014,"1385-2000"
1385,12,0,66,01/01/1996,"IGA + IGG + IGM (DOSAGES) (SANG)",,,1,,,,"1",7,"1","1",11/02/2011,"321-324-1804-1805-1806-1807-1808-1809-1810-1811-1812-1813-1814-1815-1816-1817-1818-1819"
1571,12,0,160,01/01/1996,"DYSGLOBULINEMIE : RECH, TYPAGE (IMMUNOELECTROPHORESE OU IMMUNOFIXATION)",,,1,,,,"1",7,,"1",08/02/2009,"570-1572"
1572,12,0,200,01/01/1996,"DYSGLOBULINEMIE : ELECTROPHORESE (PROTEINOGRAMME) + TYPAGE",,,1,,,,"1",7,,"1",08/02/2009,"570-1571-2258"
1573,12,0,20,01/01/1996,"CRYOGLOBULINES (SANG)",,,1,,,,,2,,"1",28/01/2004,
1392,12,0,70,30/07/1997,"IMMUNOGLOBULINES IGG1, IGG2, IGG3, IGG4 : 1 PARAMETRE (DOSAGE) (SANG)",,,1,,,,,2,,"1",28/01/2004,"1393-1394"
1393,12,0,130,30/07/1997,"IMMUNOGLOBULINES IGG1, IGG2, IGG3, IGG4 : 2 PARAMETRES (DOSAGES) (SANG)",,,1,,,,,7,,"1",28/01/2004,"1392-1394"
1394,12,0,190,30/07/1997,"IMMUNOGLOBULINES IGG1, IGG2, IGG3, IGG4 : 3 PARAMETRES OU PLUS (DOSAGES) (SANG)",,,1,,,,,7,,"1",28/01/2004,"1392-1393"
779,12,0,55,30/07/1997,"TRANSFERRINE DESIALYLEE OU DEGLYCOSYLEE (CDT) (DOSAGE) (SANG)",,,1,,,,,2,,"1",11/02/2011,
1374,12,0,45,01/01/1996,"VITAMINE B 12 (DOSAGE) (SANG)",,,1,,,,,2,,"1",31/01/2012,
1387,12,0,45,01/01/1996,"FOLATES SERIQUES OU ERYTHROCYTAIRES (DOSAGE) (SANG)",,,1,,,,,2,,"1",31/01/2012,
7301,12,0,90,30/07/1997,"VITAMINE A (DOSAGE) (SANG)",,,1,,,,,2,,"1",01/04/2017,
7302,12,0,100,30/07/1997,"VITAMINE E (DOSAGE) (SANG)",,,1,,,,,2,,"1",19/01/2010,
7305,12,0,90,30/07/1997,"VITAMINE B6 (DOSAGE) (SANG)",,,1,,,,,2,,"1",01/04/2017,
1139,12,0,39,01/07/1999,"25-(OH)-VITAMINE D (D2+D3)",,,1,,"1",,,2,,"1",01/04/2017,
1820,12,0,80,27/11/2003,"DERIVES DIHYDROXYLES DE LA VITAMINE D (DOSAGE) (SANG)",,,1,,,,,2,,"1",01/04/2017,
316,12,0,30,01/01/1996,"COMPLEMENT CH50 PAR REACTION D'HEMOLYSE (DOSAGE) (SANG)",,,1,,,,,2,,"1",08/02/2009,
1575,12,0,35,01/01/1996,"MYOGLOBINE (DOSAGE) (SANG)",,,1,,,,,2,,"1",13/04/2014,
7335,12,0,65,01/07/1999,"TROPONINE (DOSAGE) (SANG)",,,1,,,,,2,,"1",01/04/2017,"1520-1526"
1821,12,0,75,27/11/2003,"PEPTIDES NATRIURETIQUES (ANP, BNP, NT-PROBNP) (DOSAGE) (SANG)",,,1,,,,,2,,"1",01/04/2017,
1577,12,0,27,01/01/1996,"HBA1C (DOSAGE) (SANG)",,,1,,"1",,,2,"1","1",01/04/2017,1576
1576,12,0,30,01/01/1996,"PROTEINES GLYQUEES (FRUCTOSAMINE, ...) (DOSAGE) (SANG)",,,1,,"1",,,2,,"1",19/01/2010,1577
7307,12,0,80,30/07/1997,"PROCALCITONINE (DOSAGE) (SANG)",,,1,,,,,2,,"1",31/01/2012,
7308,12,0,75,30/07/1997,"ACIDE HYALURONIQUE (DOSAGE) (SANG)",,,1,,,,,2,,"1",18/06/2011,"1001-1002"
7309,12,0,90,30/07/1997,"PHOSPHATASE ALCALINE OSSEUSE (DOSAGE) (SANG)",,,1,,,,,2,,"1",19/01/2010,
7310,12,0,70,30/07/1997,"DEOXYPYRIDINOLINE ET PEPTIDES ASSOCIES (DOSAGE)",,,1,,,,,2,,"1",31/01/2012,
1213,12,0,28,01/08/2000,"FERRITINE (DOSAGE) (SANG)",,,1,,,,,2,"1","1",01/04/2017,"1822-7311"
7311,12,0,70,30/07/1997,"FERRITINE ERYTHROCYTAIRE (DOSAGE) (SANG)",,,1,,,,,2,"1","1",28/01/2004,"1213-1822"
1822,12,0,60,27/11/2003,"RECEPTEUR SOLUBLE DE LA TRANSFERRINE (RSTF) (DOSAGE) (SANG)",,,1,,,,,2,,"1",28/01/2004,"1213-7311"
320,12,0,60,01/01/1996,"ALPHA-FOETOPROTEINE (AFP) (DOSAGE) (SANG)",,,1,,,,,2,"1","1",01/04/2017,"4004-4005"
7317,12,0,75,30/07/1997,"SOUS UNITE BETA HCG LIBRE (DOSAGE) (SANG)",,,1,,"1",,,2,"1","1",19/01/2010,"4004-4005-4006"
7318,12,0,40,30/07/1997,"ANTIGENE PROSTATIQUE SPECIFIQUE (PSA) (DOSAGE) (SANG)",,,1,,,,,2,"1","1",01/04/2017,7320
7320,12,0,65,30/07/1997,"ANTIGENE PROSTATIQUE SPEC. LIBRE AVEC RAPPORT PSA LIBRE/PSA TOTAL (DOSAGE SANG)",,,1,,"1",,,6,"1","1",01/04/2017,7318
7321,12,0,55,30/07/1997,"ANTIGENE CA 15-3 (DOSAGE) (SANG)",,,1,,"1",,,2,"1","1",11/02/2011,
7323,12,0,60,30/07/1997,"ANTIGENE CA 19-9 (DOSAGE) (SANG)",,,1,,"1",,,2,"1","1",11/02/2011,
7325,12,0,60,30/07/1997,"ANTIGENE CA 125 (DOSAGE) (SANG)",,,1,,"1",,,2,"1","1",11/02/2011,
1823,12,0,80,27/11/2003,"ANTIGENE CA 125 (DOSAGE) (AUTRE MILIEU BIO.)",,,1,,,,,2,"1",,28/01/2004,
7327,12,0,50,30/07/1997,"ANTIGENE CARCINO-EMBRYONNAIRE (ACE) (DOSAGE) (SANG)",,,1,,"1",,,2,"1","1",01/04/2017,
812,12,0,86,01/01/1996,"AG DU CARCINOME A CELLULES SQUAMEUSES (SCC) (DOSAGE) (SANG)",,,1,,,,,2,"1","1",20/04/2016,
813,12,0,90,01/01/1996,"AG TISSULAIRE POLYPEPTIDIQUE (TPA) (DOSAGE) (SANG)",,,1,,,,,2,"1","1",19/01/2010,
1824,12,0,90,27/11/2003,"CHROMOGRANINE (DOSAGE) (SANG)",,,1,,,,,2,"1","1",19/01/2010,
1132,12,0,70,01/07/1999,"CALCITONINE (DOSAGE) (SANG)",,,,,,,,2,"1","1",01/04/2017,
822,12,0,90,30/07/1997,"CYFRA 21-1 (DOSAGE) (SANG)",,,1,,,,,2,"1","1",13/04/2014,
814,12,0,79,01/01/1996,"ENOLASE (NSE) (DOSAGE) (SANG)",,,1,,,,,2,"1","1",13/04/2014,
785,12,0,70,30/07/1997,"PARATHORMONE PTHRP (DOSAGE) (SANG)",,,1,,,,,2,"1","1",19/01/2010,
821,12,0,60,01/01/1996,"THYROGLOBULINE (DOSAGE) (SANG)",,,1,,,,,2,"1","1",13/04/2014,
1825,12,0,100,27/11/2003,"PARAMETRES TISSULAIRES EN CANCEROLOGIE : DOSAGE",,,3,,"1",,,7,,,28/01/2004,
1826,12,0,100,27/11/2003,"PARAMETRES TISSULAIRES EN CANCEROLOGIE : TRAITEMENT PRE-ANALYTIQUE",,,,,"1",,"1",7,,,28/01/2004,
530,13,1,7,01/01/1996,"SANG : ACIDE LACTIQUE (LACTATES)",,,1,,,,,2,,"1",31/01/2012,
532,13,1,6,01/01/1996,"SANG : ACIDE URIQUE (URICEMIE)",,,1,,,,,2,,"1",01/04/2017,
536,13,1,35,01/01/1996,"SANG : AMMONIAQUE",,,1,,,,,2,,"1",11/02/2011,
547,13,1,30,01/01/1996,"SANG : CUIVRE (CUPREMIE , CU)",,,1,,,,,2,,"1",11/12/2005,
2003,13,1,30,05/11/2008,"SANG : ZINC PLASMATIQUE OU SERIQUE",,,1,,"1",,,2,,"1",25/12/2008,
548,13,1,7,01/01/1996,"SANG : FER SERIQUE (SIDEREMIE , FE)",,,1,,,,,2,"1","1",31/01/2012,549
2000,13,1,14,20/09/2005,"SANG : CAPACITE TOTALE DE SATURATION EN FER DE LA TRANSFERRINE (CTST)",,,1,,,,,2,,"1",13/04/2014,1819
552,13,1,5,01/01/1996,"SANG : GLUCOSE (GLYCEMIE)",,,,,,,,2,"1","1",08/02/2009,"412-413"
563,13,1,6,01/01/1996,"SANG : PHOSPHORE MINERAL (PHOSPHOREMIE , P)",,,1,,,,,2,,"1",01/04/2017,
578,13,1,6,01/01/1996,"SANG : CALCIUM (CALCEMIE, CA)",,,1,,,,,2,,"1",01/04/2017,
584,13,1,6,01/01/1996,"SANG : MAGNESIUM PLASMATIQUE OU GLOBULAIRE (MAGNESEMIE , MG)",,,2,,,,,2,"1","1",01/04/2017,
591,13,1,6,01/01/1996,"SANG : UREE",,,1,,,,,2,,"1",01/04/2017,"592-593-1001"
592,13,1,6,14/02/1997,"SANG : CREATININE",,,1,,,,,6,"1","1",01/04/2017,"407-591-593"
593,13,1,7,14/02/1997,"SANG : UREE ET CREATININE",,,1,,,,,6,"1","1",01/04/2017,"407-591-592-1001"
1601,13,1,8,01/01/1996,"SANG : BILIRUBINE (BIL)",,,1,,,,,6,,"1",20/04/2016,"1000-1001-1002"
580,13,1,5,01/01/1996,"SANG : CHOLESTEROL TOTAL (CHOL)",,,1,,,,,2,"1","1",27/11/2009,996
590,13,1,6,01/01/1996,"SANG : TRIGLYCERIDES (TG)",,,1,,,,,2,"1","1",01/04/2017,996
996,13,1,21,01/07/1999,"SANG : EXPLORATION D'UNE ANOMALIE LIPIDIQUE",,,1,,"1",,"1",6,"1","1",01/04/2017,"580-590"
1603,13,1,7,01/01/1996,"SANG : APOLIPOPROTEINE A1",,,1,,"1",,"1",2,"1","1",13/04/2014,1000
1602,13,1,7,01/01/1996,"SANG : APOLIPOPROTEINES B",,,1,,"1",,"1",2,"1","1",13/04/2014,2001
2001,13,1,18,20/09/2005,"SANG : CHOLESTEROL-LDL (C-LDL)",,,1,,"1",,"1",2,"1","1",01/04/2017,1602
1607,13,1,15,01/01/1996,"SANG : OSMOLARITE",,,1,,,,,2,,"1",11/02/2011,
571,13,1,6,01/01/1996,"SANG : BICARBONATES OU CO2 TOTAL (RESERVE ALCALINE, RA)",,,1,,,,,2,"1","1",01/04/2017,"999-1610"
1608,13,1,6,01/01/1996,"SANG : POTASSIUM (K)",,,1,,,,,2,"1","1",01/04/2017,"1609-1610"
1609,13,1,12,01/01/1996,"SANG : IONOGRAMME (NA+K+ EVENTUELLEMENT CL)",,,1,,,,,6,"1","1",20/04/2016,"1608-1610"
1610,13,1,23,01/01/1996,"SANG : IONOGRAMME COMPLET (NA + K + CL + CO2 + PROTIDES)",,,1,,,,,6,"1","1",01/04/2017,"571-1608-1609-2258"
559,13,1,25,01/01/1996,"SANG : METHEMOGLOBINE (METHB)",,,1,,,,,2,,"1",11/02/2011,
1612,13,1,7,01/01/1996,"SANG : SATURATION EN O2 (SAO2)",,,,,,,,2,,"1",31/01/2012,999
999,13,1,75,01/07/1999,"SANG : GAZ DU SANG",,,,,"1",,,7,"1","1",31/01/2012,"571-1612"
1000,13,1,140,01/03/2011,"SCORE BIOLOGIQUE FIBROSE HEPATIQUE - FIBROTEST",,,1,,"1",,,7,,"1",18/06/2011,"519-1001-1002-1601-1603-1805-1813"
1001,13,1,140,01/03/2011,"SCORE BIOLOGIQUE FIBROSE HEPATIQUE - FIBROMETRE V",,,1,,"1",,,7,,"1",18/06/2011,"126-127-516-517-519-522-591-593-1000-1002-1107-1601-1805-7308"
1002,13,1,140,01/03/2011,"SCORE BIOLOGIQUE FIBROSE HEPATIQUE - HEPASCORE",,,1,,"1",,,7,,"1",18/06/2011,"519-1000-1001-1601-1805-7308"
603,13,2,10,01/01/1996,"LCR : GLUCOSE (GLUCORACHIE)",,,1,,,,"1",2,,,11/12/2005,
1613,13,2,9,01/01/1996,"LCR : PROTEINES TOTALES (PROTEINORACHIE)",,,1,,,,"1",2,,,17/04/2013,611
611,13,2,70,01/01/1996,"LCR : ELECTROPHORESE DES PROTEINES",,,1,,,,,7,,,11/12/2005,"614-1613"
1614,13,2,35,01/01/1996,"LCR : 1 PROTEINE : DOSAGE",,,1,,,,,2,,,11/12/2005,1615
1615,13,2,70,01/01/1996,"LCR : 2 PROTEINES OU PLUS : DOSAGES",,,1,,,,,2,,,11/12/2005,1614
1616,13,2,180,01/01/1996,"LCR : DYSGLOBULINORACHIE : RECH. OU TYPAGE",,,1,,,,,7,,,11/12/2005,614
614,13,2,230,01/01/1996,"LCR : DYSGLOBULINORACHIE : ELECTROPHORESE ET TYPAGE",,,1,,,,"1",7,,,11/12/2005,"611-1616"
2004,13,3,4,20/09/2005,"UR. PROTEINURIE",,,1,,,,,6,,,11/12/2005,"635-1133"
635,13,3,55,01/01/1996,"UR. : ELECTROPHORESE DES PROTEINES(PROTEINOGRAMME)",,,1,,,,,7,,,11/02/2011,"632-1617-2004"
1133,13,3,15,01/07/1999,"UR. : MICROALBUMINURIE : DOSAGE",,,1,,"1",,,7,,,31/01/2012,2004
1619,13,3,180,01/01/1996,"UR. : PROTEINURIE DE BENCE JONES:RECHERCHE ET IDENTIFICATION",,,1,,,,"1",7,,,11/12/2005,
1620,13,3,140,01/01/1996,"UR. : PROTEINURIE : TYPAGE",,,1,,,,,7,,,11/12/2005,
990,13,3,60,01/01/1996,"UR. : ACIDES AMINES LIBRES CARACTERISATION PAR CHROMATO.",,,1,,,,,2,,,11/12/2005,
991,13,3,80,01/01/1996,"UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATO.",,,1,,,,,2,,,11/12/2005,
1621,13,3,12,01/01/1996,"UR. : POTASSIUM ET SODIUM (IONOGRAMME, K + NA)",,,1,,,,,6,,,17/04/2013,"2005-2006"
2005,13,3,6,20/09/2005,"UR. : SODIUM",,,1,,,,,2,,,01/04/2017,"1621-2006"
2006,13,3,6,20/09/2005,"UR. : POTASSIUM",,,1,,,,,2,,,01/04/2017,"1621-2005"
620,13,3,5,01/01/1996,"UR. : ACETONE  (ACETONURIE)",,,1,,,,,2,,,11/12/2005,
622,13,3,7,01/01/1996,"UR. : ACIDE URIQUE  (URICURIE)",,,1,,,,,2,,,11/02/2011,
624,13,3,6,01/01/1996,"UR. : CALCIUM (CALCIURIE)",,,1,,,,,2,,,01/04/2017,
627,13,3,6,01/01/1996,"UR. : CREATININE (CREATININURIE)",,,1,,,,"1",2,,,01/04/2017,407
629,13,3,6,01/01/1996,"UR. : PHOSPHORE MINERAL(PHOSPHATURIE)",,,1,,,,,2,,,01/04/2017,
630,13,3,7,01/01/1996,"UR. : PH : MESURE ELECTROMETRIQUE",,,1,,,,,2,,,11/02/2011,
631,13,3,5,01/01/1996,"UR. : PIGMENTS ET SELS BILIAIRES : RECH.",,,1,,,,,2,,,11/12/2005,
637,13,3,5,01/01/1996,"UR. : PORPHYRINES : RECH.",,,1,,,,,2,,,11/12/2005,638
638,13,3,70,01/01/1996,"UR. : PORPHYRINES : RECH., DOSAGE,  IDENTIFICATION",,,1,,,,,6,,,11/12/2005,637
640,13,3,7,01/01/1996,"UR. : RECHERCHE DE SANG (HEMATIES ET/OU HEMOGLOBINE)",,,1,,,,,2,"1",,17/04/2013,
2007,13,3,4,20/09/2005,"UR. : GLYCOSURIE",,,1,,,,,2,"1",,11/12/2005,412
647,13,3,5,01/01/1996,"UR. : UROBILINE : RECH.",,,1,,,,,2,,,11/12/2005,
992,13,3,50,01/01/1996,"UR. : HYDROXYPROLINE TOTALE ET LIBRE(HYDROXYPROLINURIE)",,,1,,,,,2,,,19/01/2010,
2008,13,3,30,24/01/2007,"UR. : CUIVRE",,,1,,"1",,,2,,,30/04/2007,
2009,13,3,40,20/09/2005,"UR. : CRISTALLURIE",,,1,,"1",,,6,,,11/12/2005,
2010,13,3,30,20/09/2005,"UR. : OXALURIE",,,1,,"1",,,2,,,11/12/2005,2013
2011,13,3,30,20/09/2005,"UR. : CITRATURIE",,,1,,"1",,,2,,,11/12/2005,2013
2012,13,3,15,20/09/2005,"UR. : MAGNESURIE",,,1,,"1",,,2,,,11/12/2005,2013
2013,13,3,65,20/09/2005,"UR. : OXALURIE + CITRATURIE + MAGNESURIE",,,1,,"1",,,6,,,11/12/2005,"2010-2011-2012"
1414,13,4,60,01/01/1996,"TEST AU XYLOSE",,,1,,,,,7,,"1",25/12/2008,
1416,13,4,60,07/11/2008,"ALPHA 1 ANTITRYPSINE FECALE",,,1,,,,,3,,,25/12/2008,1415
1415,13,4,100,01/01/1996,"CLAIRANCE FECALE DE L'ALPHA 1 ANTITRYPSINE",,,1,,,,,7,,"1",25/12/2008,1416
1622,13,4,70,01/01/1996,"EXAMEN PHYSIQUE COMPLET D'UNE SELLE",,,1,,,,"1",7,,,25/12/2008,"1623-1630"
1417,13,4,50,07/11/2008,"SELLES : EXAMEN MICROSCOPIQUE DIRECT DES GRAISSES",,,1,,,,"1",7,,,25/12/2008,
666,13,4,90,01/01/1996,"SELLES : LIPIDES TOTAUX",,,1,,,,,3,,,25/12/2008,1630
1624,13,4,70,01/01/1996,"AZOTE FECAL TOTAL",,,1,,,,,3,,,25/12/2008,1630
1418,13,4,40,07/11/2008,"AZOTE FECAL SOLUBLE",,,1,,,,"1",3,,,25/12/2008,
1626,13,4,45,01/01/1996,"IONOGRAMME FECAL",,,1,,,,"1",7,,,25/12/2008,"1627-1630"
1627,13,4,65,01/01/1996,"OSMOLARITE FECALE",,,1,,,,,7,,,25/12/2008,1626
1419,13,4,10,07/11/2008,"SELLES : PH",,,1,,,,,3,,,25/12/2008,"1504-1630"
1500,13,4,10,07/11/2008,"SELLES : PIGMENTS BILIAIRES",,,1,,,,,3,,,25/12/2008,1630
1501,13,4,40,07/11/2008,"SELLES : ACIDES ORGANIQUES",,,1,,,,,3,,,25/12/2008,1630
1502,13,4,40,07/11/2008,"SELLES : AMMONIAQUE/DERIVES AMINES",,,1,,,,,3,,,25/12/2008,"1504-1630"
1630,13,4,350,01/01/1996,"FECALOGRAMME (COPROLOGIE FONCTIONNELLE)",,,1,,,,,7,,,25/12/2008,"666-1419-1500-1501-1502-1622-1623-1624-1625-1626-1629"
1503,13,4,80,07/11/2008,"CALORIMETRIE FECALE",,,1,,,,,3,,,25/12/2008,
1504,13,4,50,07/11/2008,"SELLES : CONTAMINATION URINAIRE",,,1,,,,,7,,,25/12/2008,"1419-1502"
1505,13,4,30,07/11/2008,"EXAMEN URINES : MISE EN EVIDENCE FISTULE ENTERO-VESICALE",,,1,,,,,3,,,25/12/2008,
1629,13,4,20,01/01/1996,"SELLES : RECHERCHE DE SANG",,,3,,,,"1",3,,,13/04/2014,1630
1506,13,4,120,07/11/2008,"ELASTASE FECALE",,,1,,"1",,,3,,,25/12/2008,
1628,13,4,60,01/01/1996,"ACTIVITE CHYMOTRYPSIQUE FECALE",,,1,,,,"1",3,,,25/12/2008,
1507,13,4,60,07/11/2008,"TEST A L'HYDROGENE EXPIRE : PRELEVEMENTS",,,1,,,,,7,,,25/12/2008,
1508,13,4,200,07/11/2008,"TEST A L'HYDROGENE EXPIRE : MESURES",,,1,,,,,7,,,25/12/2008,
1682,13,4,120,07/11/2008,"RECHERCHE LAXATIFS DANS LES URINES",,,1,,,,,7,,,25/12/2008,
1683,13,4,170,07/11/2008,"RECHERCHE LAXATIFS DANS LES SELLES",,,1,,,,,7,,,25/12/2008,
1632,13,7,100,01/01/1996,"CALCULS : PAR ANALYSE SEQUENTIELLE OPTIQUE ET PHYSIQUE ( I.R. )",,,1,,,,,3,,,11/12/2005,1631
691,13,8,9,01/01/1996,"LIQUIDES DE SEROSITE : PROTEINES : DOSAGE",,,,,,,"1",2,,,17/04/2013,693
693,13,8,60,01/01/1996,"LIQUIDES DE SEROSITE :ELECTROPHORESE DES PROTEINES(PROTEINOGRAMME)",,,,,,,,3,,,11/12/2005,691
1633,13,8,35,01/01/1996,"LIQUIDES DE SEROSITE : 1 PROTEINE : DOSAGE",,,,,,,,2,,,11/12/2005,1634
1634,13,8,70,01/01/1996,"LIQUIDES DE SEROSITE : 2 PROTEINES OU PLUS : DOSAGES",,,,,,,,6,,,11/12/2005,1633
1635,13,9,50,01/01/1996,"EPREUVE DE LA SUEUR PAR METHODE PHYSICO-CHIMIQUE",,,1,,,,,2,,,11/12/2005,
407,13,10,30,01/01/1996,"CLAIRANCE (RENALE) DE LA CREATININE",,,1,,,,,6,,"1",11/12/2005,"592-593-627"
412,13,10,40,01/01/1996,"EPREUVE D'HYPERGLYCEMIE PROVOQUEE (H.P.O., H.G.P.O.)",,,1,,,,,6,"1","1",08/02/2009,"413-552-643-644-2007"
413,13,10,20,01/01/1996,"EPREUVE SIMPLIFIEE D'HYPERGLYCEMIE",,,1,,,,"1",6,"1","1",11/12/2005,"412-552"
1650,14,0,70,01/01/1996,"ANTIBIOTIQUE(AMINOSIDES,VANCOMYCINE,...) : UN DOSAGE (SANG)",,,,,,,,6,,"1",01/01/1996,
1651,14,0,120,01/01/1996,"ANTIBIOTIQUE (AMINOSIDES,VANCOMYCINE,...):DEUX DOSAGES DU MEME (SANG)",,,,,,,,6,,"1",01/01/1996,
1652,14,0,80,01/01/1996,"ISONIAZIDE (INH , RIMIFON) (SANG)",,,2,,,,,6,,"1",01/01/1996,1653
1653,14,0,120,01/01/1996,"ISONIAZIDE (INH,RIMIFON)ET SON METABOLITE (SANG)",,,2,,,,,6,,"1",01/01/1996,1652
4117,14,0,120,22/12/2004,"CONCENTRATIONS PLASMATIQUES DES ANTIRETROVIRAUX",,"1",,,"1",,,6,,"1",31/01/2005,
1054,14,0,70,01/01/1996,"CICLOSPORINE A (SANDIMMUN) (SANG)",,,1,,,,,6,,"1",11/11/2007,1376
1376,14,0,120,01/01/1996,"CICLOSPORINE APRES CHROMATOGRAPHIE (SANDIMMUN) (SANG)",,,1,,,,,6,,"1",30/07/1997,1054
1377,14,0,70,07/02/2001,"DOSAGE AUTRE IMMUNOSUPRESSEUR (TACROLIMUS, SIROLIMUS, EVEROLIMUS,...)",,,1,,"1",,,6,,"1",30/04/2007,
1655,14,0,80,01/01/1996,"METHOTREXATE (SANG)",,,1,,,,,6,,"1",01/01/1996,1656
1656,14,0,120,01/01/1996,"METHOTREXATE ET SON METABOLITE (SANG)",,,1,,,,,6,,"1",01/01/1996,1655
1657,14,0,140,01/01/1996,"ANTITUMORAUX (AUTRES QUE METHOTREXATE) (SANG)",,,,,,,,6,,"1",27/03/1997,
657,14,0,140,14/02/1997,"ANTITUMORAUX (AUTRES QUE METHOTREXATE) DANS UN AUTRE LIQ BIO QUE SANG",,,,,,,,6,,,27/03/1997,
335,14,0,50,01/01/1996,"THEOPHYLLINE (SANG)",,,1,,,,,6,,"1",11/02/2011,
1649,14,0,70,14/02/1997,"THEOPHYLLINE DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG",,,1,,,,,6,,,27/03/1997,
1658,14,0,70,01/01/1996,"CAFEINE (EN PEDIATRIE)",,,1,,,,,6,,"1",01/01/1996,
1659,14,0,95,01/01/1996,"ANALGESIQUES OU STUPEFIANTS NON NOMMEMENT INSCRITS A LA NABM (SANG)",,,,,"1",,,6,,"1",31/01/2012,
659,14,0,90,14/02/1997,"ANALGESIQUES OU STUPEFIANTS NON INSCRITS A LA NABM (AUTRE LIQ BIO QUE SANG)",,,,,"1",,,6,,,13/04/2014,
1660,14,0,50,01/01/1996,"ACIDE SALICYLIQUE : DOSAGE",,,1,,"1",,,6,,"1",01/01/1996,
1661,14,0,70,01/01/1996,"PARACETAMOL : DOSAGE",,,1,,"1",,,6,,"1",01/01/1996,
1662,14,0,100,01/01/1996,"PSYCHOTROPES NON NOMMEMENT INSCRITS A LA NABM  (SANG)",,,,,,,,6,,"1",31/01/2012,
662,14,0,100,14/02/1997,"PSYCHOTROPES NON INSCRITS A LA NABM DANS UN AUTRE LIQ BIO QUE SANG",,,,,,,,6,,,31/01/2012,
1663,14,0,70,01/01/1996,"ANTIDEPRESSEURS TRICYCLIQUES : RECHERCHE (SANG)",,,,,,,,6,,"1",27/03/1997,
663,14,0,70,14/02/1997,"ANTIDEPRESSEURS TRICYCLIQUES : RECH DANS UN AUTRE LIQ QUE SANG",,,,,,,,6,,,27/03/1997,
1664,14,0,120,01/01/1996,"ANTIDEPRESSEURS AUTRES QUE TRICYCLIQUES : RECHERCHE (SANG)",,,,,,,,6,,"1",27/03/1997,
664,14,0,120,14/02/1997,"ANTIDEPRESSEURS AUTRES QUE TRICYCLIQUES DANS UN AUTRE LIQ BIOL QUE LE SANG",,,,,,,,6,,,27/03/1997,
1665,14,0,120,01/01/1996,"ANTIDEPRESSEURS : DOSAGE SPECIFIQUE (SANG)",,,,,,,,6,,"1",27/03/1997,
665,14,0,120,14/02/1997,"ANTIDEPRESSEURS : DOSAGE SPECIFIQUE DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG",,,,,,,,6,,,27/03/1997,
1666,14,0,190,01/01/1996,"ANTIDEPRESSEURS : RECHERCHE ET DOSAGE (SANG)",,,,,"1",,,6,,"1",27/03/1997,
668,14,0,190,14/02/1997,"ANTIDEPRESSEURS : RECHERCHE ET DOSAGE DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SG",,,,,"1",,,6,,,27/03/1997,
1667,14,0,70,01/01/1996,"BENZODIAZEPINES : RECHERCHE (SANG)",,,,,"1",,,6,,"1",27/03/1997,
667,14,0,70,14/02/1997,"BENZODIAZEPINES : RECHERCHE DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG",,,,,"1",,,6,,,27/03/1997,
1668,14,0,120,01/01/1996,"DIAZEPAM (VALIUM, ...) ET SON METABOLITE",,,1,,,,,6,,"1",01/01/1996,
1669,14,0,120,01/01/1996,"CLONAZEPAM (RIVOTRIL)",,,1,,,,,6,,"1",01/01/1996,
325,14,0,65,01/01/1996,"CARBAMAZEPINE (TEGRETOL)",,,1,,,,,6,"1","1",01/04/2017,
328,14,0,70,01/01/1996,"ETHOSUXIMIDE (ZARONTIN)",,,1,,,,,6,,"1",01/01/1996,
340,14,0,65,01/01/1996,"ACIDE VALPROIQUE (DEPAKINE)",,,1,,,,,6,,"1",08/02/2009,
